Uuid,Void/Retire,Name,Concept Drug,Concept Dosage Form,Strength,_version:1
e5300d81-b7cd-4010-8a1c-269030d5bab4,,Lisinopril 5 mg,78945AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,1513AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,5mg,
e6bd712f-5fb7-4704-8cc3-f26b7f710d20,,Lisinopril 10 mg,78945AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,1513AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,10mg,
1e5421d1-abcd-4d88-8776-1a8057506aba,,Lisinopril 20 mg,78945AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,1513AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,20mg,
f6ad6ed0-953c-4b45-ba41-2f302f3b8b09,,Lisinopril 30 mg,78945AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,1513AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,30mg,
41323ed9-967b-4afa-bc9b-cda3ceb42050,,Lisinopril 40 mg,78945AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,1513AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,40mg,
43615798-db46-4e2a-95a8-182ead4da45b,,Amlodipine,71137AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,1513AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,
00a789ff-da44-42b9-b929-3a069d98d3e1,,Amlodipine 5mg,71137AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,1513AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,5mg,
762b4267-6ce6-4de7-8342-7d415fedda6b,,Levothyroxine sodium,78809AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,1513AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,
15c7d21f-cd1a-4eed-ab79-2fcfe0d99592,,Levothyroxine sodium 75 mcg,78809AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,1513AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,75mcg,
a80acf74-a85c-4fef-8dc4-d763e364663f,,Metformin,79651AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,1513AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,
81dadd82-3ac8-4aab-9f61-848b89b3f053,,Metformin Co,79651AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,1513AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,
721497f0-dcf4-4f05-8fe7-e2e487b0d774,,Metformin Co 500mg,79651AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,1513AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA, 500mg,
d590f509-1e79-479c-bcdd-5f3812b16803,,Metformin Co 1000mg,79651AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,1513AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA, 1000mg,
405bf055-32ff-405c-b041-4e4543f66e99,,Metformin 1000mg,79651AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,1513AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,1000mg,
095f2aaa-351b-4848-9039-87bf67e2e97b,,Metformin Co 500mg,79651AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,1513AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,500mg,
3543c654-0834-4c90-982c-5e277005c15d,,Griséofulvine Co 500mg,c9c0c627-7ba6-4880-a702-cfc985a296fa,1513AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,500mg,
0bd1bf31-b974-421f-854d-b9d463630a2b,,Tylenol 325mg,70116AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,1513AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,325mg,
3af6ca73-f2ee-43ff-8464-fa00bf525e9b,,Advil 200mg,ff5cdb18-0258-4467-bf1f-35c7b6339767,1513AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,200mg,
143c0048-33d5-46e6-b7b9-85b12769b629,,Multi-Vitamin Adult,e770a760-5e8b-42d8-939f-c7b12ea3754f,1513AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,
9c257346-524c-4eef-bcf3-2cf4b472b2a8,,Multi-Vitamin Children,8a52cbaf-7303-44a8-ba47-976c4104f9d7,1513AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,
fb601ad7-ffb6-4624-8f64-93522bb8d4ac,,Multi-Vitamin Prenatal,564a7a84-148f-4814-a520-d0351dbea6dc,1513AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,
a8dd3068-cd3b-4af3-a33d-616279b29db5,,Norvasc 5mg,71137AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,1513AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,5mg,
340c9cdf-97fe-497f-9d0d-d66b8552aa25,,Norvasc 10mg,71137AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,1513AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,10mg,
124a4a8e-f920-4898-b3d0-6d463b1c3db2,,Atenolol 50mg,1e10d8c9-36f0-4d6b-8ff6-7a453876d512,1513AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,50mg,
3e4dbab0-674c-4660-999c-09a67520451a,,HCTZ 12.5mg,77696AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,1513AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,12.5mg,
eca6b8c2-5b46-4a94-a7d9-24722be131b8,,HCTZ 25mg,77696AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,1513AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,25mg,
d8fdc1b7-e393-45e8-8a64-dc95e57f89f4,,HCTZ 50mg,77696AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,1513AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,50mg,
b0ce9018-f569-4380-a233-97efb9d2a168,,Hydrochlorothiazide 50mg,77696AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,1513AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,50mg,
c3fccbc6-565e-4c2c-b1aa-bba217fd212e,,Zestril 20mg,78945AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,1513AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,20mg,
6ca6fa54-5b32-4d64-a66c-542c0889f840,,Lasix 20mg,9f6c3927-2a31-485c-8735-f10b9951aef9,1513AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,20mg,
09e58895-e7f0-4649-b7c0-e665c5c08e93,,Aspirin 81mg,71617AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,1513AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,81mg,
38087db3-7395-431f-88d5-bb25e06e33f1,,Aspirin 325mg,71617AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,1513AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,325mg,
8d4d2102-52a5-445d-9e0f-462d8967336a,,Celebrex 200mg,72c81a79-f281-40ac-a54c-bed78c89e385,1513AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,200mg,
c0a931b7-c900-45fe-b672-b78a00f41ed2,,Neurontin 100mg,0c0563de-cd06-49de-8b31-af79d668b81b,1513AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,100mg,
12da54e5-294a-4be2-834c-4ffd996a5bf6,,Neurontin 800mg,0c0563de-cd06-49de-8b31-af79d668b81b,1513AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,800mg,
fc882328-40ef-4fa3-852f-81f69fcf954f,,Tums,f381801c-7c75-4ab9-bdfe-3caa07175dfc,1513AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,
0adc85cf-de4e-4c4b-a483-d8586f19626b,,Prilosec 20mg,df3f7c1f-dac8-429b-ba38-90d770c1253c,1513AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,20mg,
d5d560bc-e481-4874-93d0-a1023d1ce766,,Zantac 150mg,4c187e9c-3623-4763-94b4-86426e6a447f,1513AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,150mg,
45395ed4-63b2-43d2-af2a-23f4dc8e1b9e,,Protonix 20mg,b3ed709f-f800-4ea9-bbba-f52c69ef0d86,1513AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,20mg,
a8e05fa5-d9be-49ae-b266-cf9a4e2f2d60,,Glucophage 500mg,79651AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,1513AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,500mg,
d6a60960-b4df-4ab0-a231-1c3fcc8414e1,,Glucotrol 5mg,e6701098-9f0e-41f9-9c9d-fcdb57715bef,1513AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,5mg,
af4be8ee-45b3-47e3-a32e-1c3bfb2e6f61,,Glipizide Er 3mg,da550975-a6c3-47f2-b568-1e2e749644c7,1513AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,3mg,
912e4679-7758-403e-8441-5b528561f7bc,,Glipizide Er 6mg,da550975-a6c3-47f2-b568-1e2e749644c7,1513AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,6mg,
2949ec94-0e60-4a99-b699-e36daa665033,,Bacitracin,2dc41359-1deb-4a83-b5ae-82c7df066bb4,0689bb6e-9371-4a0f-ad1c-63c135b1714d,,
f691c1c4-1fe3-4fd5-afbf-2167ad241164,,Lotrimin 1%,895ae798-25af-4232-b4a1-942b11abd446,0689bb6e-9371-4a0f-ad1c-63c135b1714d,1%,
4125aa3e-4b43-41c2-99a3-00bb71978084,,Nystatin 100000U/g,984a9a0b-13f6-4bb4-b55d-c51d5ce225c9,0689bb6e-9371-4a0f-ad1c-63c135b1714d,100000U/g,
5363a53f-a3c2-4a29-b7f0-a4b075052e5e,,Levaquin 250mg,98dbb9b2-9859-4b68-b08a-78f88f629d40,1513AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,250mg,
5449d13a-591f-4840-9739-870966625f0f,,Valtrex 1g,0f5a1ae5-e52f-4252-96c4-895487daa4ff,1513AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,1g,
12dd160a-2ab4-4b95-900c-40ebf6ccc55f,,Doxycycline 100mg,b571adbe-388f-4219-be01-343738d3ed80,1513AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,100mg,
76a434fd-df90-4b19-ba47-26ddd7a00437,,Diflucan 200mg,32d6f1a8-7a0d-46f7-845a-84e3a27e686e,1513AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,200mg,
56034516-35a4-4bca-826e-df42008ebeed,,Albenza 400mg,8f668b49-584f-4cba-b0f2-817a8aaf50c4,1513AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,400mg,
396c0447-c8e2-4f2f-a9a1-b664efe352ea,,Lindane 1%,18e51e1e-544c-4716-a87b-79748cb46229,90a3f930-2eef-4a2e-8427-5359607c7b13,1%,
a8355c83-31db-4089-a962-512e35097ef0,,Amoxicillin 500mg,627a6041-ad81-4968-8adf-2f49aec4433b,1513AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,500mg,
8dd89c2e-b45b-4fea-98d5-f6b9f02247c1,,Ceftin 250mg/5ml,3c1e94bf-2892-461c-8d95-32bd533802a6,1513AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,250mg/5ml,
94c9f33b-ffe9-466b-8090-77cd3d5334f0,,Rocephin 1g,73041AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,90a3f930-2eef-4a2e-8427-5359607c7b13,1g,
dfc7e569-4e44-4b11-bc7f-4d0d7b768fd4,,Spiriva,6ad5a53a-4d46-475e-9de9-d16a4ee9bbfe,658c1b9c-51c8-4734-8bf2-80e750c7889f,,
0ba092a4-3fc1-4d45-a2cb-c7eaf95d6ebd,,Pulmicort,7e31f224-d756-41e6-9fd0-eb5ce3985460,658c1b9c-51c8-4734-8bf2-80e750c7889f,,
83d3ac4b-1aa8-40bb-83dd-7381a2876dc1,,Proventil,445f380a-f693-4100-9c9a-e43b73635039,658c1b9c-51c8-4734-8bf2-80e750c7889f,,
8833d035-ac2d-4d23-b5cc-720ebfee1533,,Xopenex,55db5ea6-2a10-4782-acbf-6971017de4b6,658c1b9c-51c8-4734-8bf2-80e750c7889f,,
e8b79172-45cd-40ce-9ca8-0a6a652bb47e,,Cortef,a2956625-0a07-48b7-9344-3cb707dcd542,1513AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,
1fc3e5e1-85dd-4a1e-88fa-5f57e07d727d,,Miralax 17g,5a26faba-ca4c-458c-9f41-2a75e242694e,dc6382df-6fc7-4700-bb93-b9b5dd5ee9c2,17g,
aae13cbd-1509-4e4d-9b5a-ce6139fb74c2,,Colace 100mg,1a88b47f-b42f-414c-a159-c0261634441d,1513AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,100mg,
311f1a89-0c75-4b34-bc88-00f2edee9400,,Senokot 17mg,e0e07cd2-9da6-492f-bbfa-8599e87ad9a4,1513AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,17mg,
8dd28534-a357-4617-8909-2160f7fd7e4c,,Claritin,2950f6c0-e75a-458e-9585-4096b9c759bf,1513AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,
277024fa-a41d-4655-8485-a44ef683c41f,,Benadryl,1d4d3f02-ccf9-4c9e-b321-486b75c50924,1513AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,
e3a59ed6-c9b9-4bb0-922d-25fc6aa74043,,Deltasone,8d27dba5-b2ee-4f02-acb7-49e63267cdfe,1513AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,
52128175-f648-4a4b-bb2d-4d7a97ea4b6e,,Vitamin B12 1000mcg,836b7f4c-9e3c-4a53-bb08-ab8990b5b9d8,bd1b2599-84d2-4f33-ba25-4f6d42d147a5,1000mcg,
28dc1ebd-945e-4795-9060-5c60ffb5a577,,Ultram 50mg,34daf0c8-739f-4649-9d96-b45a32a233d6,1513AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,50mg,
b9f17974-47ba-430f-9a17-352f50241e90,,Flexeril 5mg,4d159957-5f5c-444c-9637-8ab41e564f1f,1513AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,5mg,
dec17cc7-f772-4814-ae9c-49007d644092,,Nexium 20mg,75875AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,1513AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,20mg,
7104f6ed-8793-4b51-8425-5fcb9cf8a59e,,Bismuth subsalicylate 300mg,72241AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,1513AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,300mg,
ce6b9fe4-6cbc-495e-8744-20a9cb48f1cf,,Esomeprazole 20mg,75875AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,1513AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,20mg,
c695f96f-32dd-47fe-9877-059ee337bea0,,Pepcid,76178AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,1513AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,
637499ff-1c54-4722-ba57-3e41b3d22a49,,Permethrin,6315c226-01f6-4c59-9332-74f5347c3ef7,0689bb6e-9371-4a0f-ad1c-63c135b1714d,,
47453ba1-85f2-4c78-b1c7-8b3c79e40df2,,Zeasorb 2%,965b643b-c07e-4959-8476-172e4aa5c4f9,0689bb6e-9371-4a0f-ad1c-63c135b1714d,2%,
2f6bc24e-bd9e-4520-a6ba-f999ef7cbafd,,Tolnoftate 1%,af2ea7b7-e1f3-4e26-be0d-7d67242b8fd4,0689bb6e-9371-4a0f-ad1c-63c135b1714d,1%,
f321c087-0a5b-48c1-a605-3954e6159b86,,Xylocaine,4ceec0ac-5c27-4c46-bb21-73dde18d02bd,90a3f930-2eef-4a2e-8427-5359607c7b13,,
63e5f917-ce97-47c4-8423-126bd798636e,,Normal Saline 0.9%,cc4a27b0-78cb-4d3d-9c85-51f4a06d1f4a,90a3f930-2eef-4a2e-8427-5359607c7b13,0.90%,
856c6ba9-201e-4022-a4b4-6d8aafeff7fd,,Dermadex 10mg,1b296ced-55cc-48b7-96c3-9447267d1302,1513AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,10mg,
60508974-752a-4960-b0be-f0e6aa6da64b,,Inderal 80mg,062fc7f6-3d11-409a-96f7-a60cd8a71a36,1513AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,80mg,
4e920e87-ac86-42ec-ab72-7b55d51e1a29,,Zestril 40mg,78945AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,1513AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,40mg,
b6a421fd-50f2-4ed7-b687-23d985e42a50,,Glucotrol 10mg,e6701098-9f0e-41f9-9c9d-fcdb57715bef,1513AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,10mg,
ab1a18bd-926d-48f3-8006-16314952698b,,Glyburide 5mg,37466129-caab-4a63-b050-95f6d7024ef6,1513AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,5mg,
54e1a064-172b-4d3c-ae8e-b78afb368c37,,Glyburide 3mg,37466129-caab-4a63-b050-95f6d7024ef6,1513AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,3mg,
e79df49a-71a6-4169-952c-0225048cb482,,Glyburide 6mg,37466129-caab-4a63-b050-95f6d7024ef6,1513AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,6mg,
8d883d65-9473-46ff-8b14-0ebe1f9a86da,,Ceclor 125mg/5ml,73e70d41-9b9c-467d-b7a8-8ca548d34031,94ecbbb3-71b7-407b-bac4-3279abbf1b69,125mg/5ml,
a20b435b-a8f8-4727-b2be-bcc5d2befd33,,Rocephin 500mg,73041AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,90a3f930-2eef-4a2e-8427-5359607c7b13,500mg,
91450143-ca6e-46fe-9fff-274be47521db,,Famvir 250mg,fdb394d2-4ed8-4a8f-be4b-a37e3a783537,1513AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,250mg,
b9934447-70bb-4ef3-a65d-ff7cffe39025,,Levaquin 250mg,98dbb9b2-9859-4b68-b08a-78f88f629d40,1513AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,250mg,
b257beaf-a967-4822-8f78-9f87be045959,,Minocin 90mg,42bd60df-ddbb-402e-afb0-55479036d9c2,1513AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,90mg,
ca382f91-17b3-4b54-973e-8ccbdd89b8e1,,Cleocin 300mg,be063ef1-5a35-491c-b521-fd93bcad0117,1513AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,300mg,
9c38ea14-0972-46a9-9dac-76cafbb44971,,Cipro 250mg,a5a5aaf1-541e-4ca6-9753-bd4b0e479f81,1513AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,250mg,
03f18d86-ac0a-49a6-87bf-e022119301ad,,Cipro 500mg,a5a5aaf1-541e-4ca6-9753-bd4b0e479f81,1513AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,500mg,
83d98064-593f-4cf9-bec4-c427d4677f7d,,Biaxin 500mg,a4391c57-549b-4047-8971-c3fa72e140b5,1513AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,500mg,
45e91fa2-5458-4d2f-854b-11f08eb12801,,Solu-Medrol 125mg/5ml,fb23af41-6811-4e45-b0ee-dc1c0e2239cb,90a3f930-2eef-4a2e-8427-5359607c7b13,125mg/5ml,
827f6978-a666-4c58-8218-7388fdcc6fa3,,Visine 0.05%,17faad0f-246e-40fa-ba44-182e08ad51e5,90a3f930-2eef-4a2e-8427-5359607c7b13,0.05%,
247b17b0-8fe9-48de-a0f6-4b9a6f1caee8,,Allegra 60mg,8f446491-b746-43ae-bb22-1511aa0c5e29,1513AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,60mg,
14af1c0c-decd-41c0-ba07-95059f167ed2,,Allegra 180mg,8f446491-b746-43ae-bb22-1511aa0c5e29,1513AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,180mg,
3d215e2e-0560-4afc-9023-e1d1088bf484,,Robitussin Adult 200mg/5ml,0e35f48a-437d-4f32-8b83-bfb20c814457,94ecbbb3-71b7-407b-bac4-3279abbf1b69,200mg/5ml,
e42af6eb-e624-402e-bb26-ff2540a390d0,,Tudorza Pressair 400mcg,73e97253-5b15-4893-bd83-d4aca5f57eb7,658c1b9c-51c8-4734-8bf2-80e750c7889f,400mcg,
08128635-a443-42af-9b5d-32a2132cef06,,Pulmicort 90mcg,7e31f224-d756-41e6-9fd0-eb5ce3985460,658c1b9c-51c8-4734-8bf2-80e750c7889f,90mcg,
931d1308-a72f-4f3a-a627-63d8b3c8c25d,,Malarone,0fef4696-0ca0-4d5d-9fd2-69735171412f,1513AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,
b0918013-25be-420f-b133-a76fbedb3406,,Symbicort 160mcg+4.5mcg,04cda318-f9d2-4c09-bf27-8597b9bbdc68,658c1b9c-51c8-4734-8bf2-80e750c7889f,160mcg+4.5mcg,
7c61da9b-9c70-484f-8da7-ca9a45aa56f9,,Ultracet 37.5mg+325mg,fefa8262-934f-49c5-827f-be9533a4cd94,1513AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,37.5mg+325mg,
ed9e55d8-eb78-4e2f-bc57-d5107ac1481c,,Amoxicillin 125mg/5ml,43338e03-ed88-43c9-af23-995d91b94c0d,94ecbbb3-71b7-407b-bac4-3279abbf1b69,125mg/5ml,
d3916ced-81fa-455f-bac7-f0afed65d9b1,,Tobradex 0.3%+0.1%,587a6e6e-3675-4c92-bac0-a5c99ce1425e,90a3f930-2eef-4a2e-8427-5359607c7b13,0.3%+0.1%,
4bc64ce7-18a8-460a-9314-0f89e4ca2d0b,,Bactrim 160mg+800mg,becdbefb-d88b-4a21-affa-46a2c5dbdbdb,1513AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,160mg+800mg,
8f04e3bf-60da-4e53-a577-f5fac65ec25e,,Augmentin 600mg+42.9mg/75ml,43338e03-ed88-43c9-af23-995d91b94c0d,94ecbbb3-71b7-407b-bac4-3279abbf1b69,600mg+42.9mg/75ml,
e6f2566d-610f-4d78-a3d5-e086d6742c51,,Advair 500mg+50mg,c5a918a7-e968-4836-b8c3-15f7e1b22373,658c1b9c-51c8-4734-8bf2-80e750c7889f,500mg+50mg,
1281857e-3426-4ca4-ae06-cd35cb4e0e01,,Breo 80mg+4.5mg,39aee96f-314c-4535-a249-171b4191b70f,658c1b9c-51c8-4734-8bf2-80e750c7889f,80mg+4.5mg,
51717134-b03a-4951-9e67-9fc56a920a24,,Hydrocortisone + Acetic Acid Otic,3332a02d-c154-45e8-ae0a-b9d36c899770,90a3f930-2eef-4a2e-8427-5359607c7b13,,
6a455315-51b3-41db-9e5d-ee03c2ad3cdb,,Augmentin 250mg+62.5mg/5ml,5af24242-1f58-40ef-a9a6-417cdf53c81c,94ecbbb3-71b7-407b-bac4-3279abbf1b69,250mg+62.5mg/5ml,
2ddaae26-c352-4245-a1d5-b8884068d17b,,Augmentin 600mg+42.9mg/125ml,5af24242-1f58-40ef-a9a6-417cdf53c81c,94ecbbb3-71b7-407b-bac4-3279abbf1b69,600mg+42.9mg/125ml,
f2736658-a69e-45e0-b289-e771ec86fc0c,,Advair 250mg+50mg,c5a918a7-e968-4836-b8c3-15f7e1b22373,658c1b9c-51c8-4734-8bf2-80e750c7889f,250mg+50mg,
a116c770-3d2e-4139-b670-45e021fede4e,,Advil 400mg,ff5cdb18-0258-4467-bf1f-35c7b6339767,1513AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,400mg,
3e804780-c538-4800-ab4d-da7f710dc4cd,,Advil 600mg,ff5cdb18-0258-4467-bf1f-35c7b6339767,1513AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,600mg,
62e89330-c656-44dc-bcf9-a7c90111e8c3,,Albenza 200mg,8f668b49-584f-4cba-b0f2-817a8aaf50c4,1513AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,200mg,
e2dc4a41-7f0b-44c7-ac3a-676939f176ef,,Alclometasone 0.05%,213140e7-8ea5-467e-8915-014de88149b2,0689bb6e-9371-4a0f-ad1c-63c135b1714d,0.05%,
a8b5bd1d-867a-4159-b585-13fe1bd59dce,,Amoxicillin 250mg,627a6041-ad81-4968-8adf-2f49aec4433b,1513AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,250mg,
0e99b832-3cad-4039-bfb5-0c2f55906f8a,,Amoxicillin 250mg/5ml,43338e03-ed88-43c9-af23-995d91b94c0d,94ecbbb3-71b7-407b-bac4-3279abbf1b69,250mg/5ml,
9e99eb20-5172-433a-ba7e-669b0f2af50b,,Amoxicillin 400mg/5ml,43338e03-ed88-43c9-af23-995d91b94c0d,94ecbbb3-71b7-407b-bac4-3279abbf1b69,400mg/5ml,
